doc_id,filename,page,n_chars,text
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,1,2447,"State of Louisiana Underground Injection Control

Program; Class VI Primacy

LEGAL STATUS

This site displays a prototype of a “Web 2.0” version of the daily Federal Register. It is not an official legal edition

of the Federal Register, and does not replace the official print version or the official electronic version on GPO’s

govinfo.gov.

The documents posted on this site are XML renditions of published Federal Register documents. Each document

posted on the site includes a link to the corresponding official PDF file on govinfo.gov. This prototype edition of

the daily Federal Register on FederalRegister.gov will remain an unofficial informational resource until the

Administrative Committee of the Federal Register (ACFR) issues a regulation granting it official legal status. For

complete information about, and access to, our official publications and services, go to About the Federal

Register on NARA's archives.gov.

The OFR/GPO partnership is committed to presenting accurate and reliable regulatory information on

FederalRegister.gov with the objective of establishing the XML-based Federal Register as an ACFR-sanctioned

publication in the future. While every effort has been made to ensure that the material on FederalRegister.gov is

accurately displayed, consistent with the official SGML-based PDF version on govinfo.gov, those relying on it for

legal research should verify their results against an official edition of the Federal Register. Until the ACFR grants it

official status, the XML rendition of the daily Federal Register on FederalRegister.gov does not provide legal

notice to the public or judicial notice to the courts.

LEGAL STATUS

You may be interested in this older document that published on

08/16/2023 with action 'Notice of availability; request for

comment.'

View Document

A Rule by the Environmental Protection Agency on 01/05/2024

PUBLISHED CONTENT - DOCUMENT DETAILS

Agency: Environmental Protection Agency

Agency/Docket Numbers: EPA-HQ-OW-2023-0073FRL 9916-02-OW

CFR: 40 CFR 147

Document Citation: 89 FR 703

Document Number: 2024-00044

Document Type: Rule

Pages: 703-712 (10 pages)

Publication Date: 01/05/2024

5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 1/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,2,306,"PUBLISHED DOCUMENT: 2024-00044 (89 FR 703)

5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 2/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,3,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 3/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,4,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 4/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,5,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 5/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,6,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 6/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,7,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 7/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,8,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 8/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,9,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_s… 9/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,10,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 10/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,11,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 11/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,12,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 12/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,13,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 13/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,14,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 14/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,15,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 15/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,16,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 16/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,17,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 17/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,18,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 18/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,19,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 19/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,20,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 20/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,21,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 21/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,22,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 22/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,23,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 23/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,24,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 24/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,25,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 25/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,26,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 26/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,27,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 27/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,28,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 28/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,29,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 29/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,30,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 30/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,31,262,"5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 31/32"
4,Federal Register __ State of Louisiana Underground Injection Control Program; Class VI Primacy.pdf,32,306,"PUBLISHED DOCUMENT: 2024-00044 (89 FR 703)

5/19/26, 4:16 PM Federal Register :: State of Louisiana Underground Injection Control Program; Class VI Primacy

https://www.federalregister.gov/documents/2024/01/05/2024-00044/state-of-louisiana-underground-injection-control-program-class-vi-primacy?utm_… 32/32"
5,Federal_Register.pdf,1,6774,"Federal Register / Vol. 89, No. 4 / Friday, January 5, 2024 / Rules and Regulations 703 

and contractor-operated facilities 

engaged in USPS mail operations; 

private sector employers within the 

secured borders of all United States 

military installations where access is 

controlled; private sector employers 

within the borders of Federal enclaves, 

including property where the Federal 

government reserved jurisdiction when 

the State of California entered the Union 

and where Federal properties were 

acquired from the State of California 

with the consent of the State legislature; 

private sector employers and Native 

American-owned or tribal workplaces 

within the borders of all U.S. 

Government recognized Native 

American Reservations or on lands held 

in Trust for the various tribes in 

California; and maritime employment 

(except marine construction, which the 

State covers on bridges, and on shore) 

on the navigable waters of the United 

States. Federal responsibility will also 

continue to be exercised with regard to 

investigation and inspection for the 

purpose of carrying out the monitoring 

obligations under Section 18(f) of the 

OSH Act, 29 U.S.C. 667(f), as 

implemented by 29 CFR part 1954, and 

the enforcement of complaints filed 

with Federal OSHA under the OSH 

Act’s whistleblower provision, Section 

11(c), 29 U.S.C. 660(c). For further 

information please visit https://

www.osha.gov/stateplans/ca. 

Authority and Signature 

Douglas L. Parker, Assistant Secretary 

of Labor for Occupational Safety and 

Health, U.S. Department of Labor, 200 

Constitution Avenue NW, Washington, 

DC 20210, authorized the preparation of 

this notice. OSHA is issuing this 

notification under the authority 

specified by Section 18 of the 

Occupational Safety and Health Act of 

1970 (29 U.S.C. 667), Secretary of 

Labor’s Order No. 8–2020 (85 FR 58393 

(Sept. 18, 2020)), and 29 CFR parts 1902 

and 1953. 

Signed in Washington, DC. 

Douglas L. Parker, 

Assistant Secretary of Labor for Occupational 

Safety and Health. 

[FR Doc. 2024–00047 Filed 1–4–24; 8:45 am] 

BILLING CODE 4510–26–P 

ENVIRONMENTAL PROTECTION 

AGENCY 

40 CFR Part 147 

[EPA–HQ–OW–2023–0073; FRL 9916–02– 

OW] 

State of Louisiana Underground 

Injection Control Program; Class VI 

Primacy 

AGENCY: Environmental Protection 

Agency (EPA). 

ACTION: Final rule. 

SUMMARY: The Environmental Protection 

Agency is approving an application 

from the state of Louisiana to revise the 

state’s Safe Drinking Water Act (SDWA) 

section 1422 underground injection 

control (UIC) program to include Class 

VI injection well primary enforcement 

responsibility (primacy). This final rule 

allows the Louisiana Department of 

Natural Resources to issue UIC permits 

for geologic carbon sequestration 

facilities as Class VI wells and ensure 

compliance of Class VI wells under the 

UIC program within the state. The EPA 

will remain the permitting authority for 

all well classes in Indian lands within 

the state and will also oversee 

Louisiana’s administration of the state’s 

UIC Class VI program as authorized 

under SDWA. 

DATES: This final rule is effective on 

February 5, 2024. The Director of the 

Federal Register approved this 

incorporation by reference in 

accordance with 5 U.S.C. 552(a) and 1 

CFR part 51 on February 5, 2024. For 

judicial purposes, this final rule is 

promulgated as of January 5, 2024. 

ADDRESSES: The EPA has established a 

docket for this action under Docket ID 

No. EPA–HQ–OW–2023–0073. All 

documents in the docket are listed on 

the http://www.regulations.gov website. 

Although listed in the index, some 

information is not publicly available, 

e.g., confidential business information 

(CBI) or other information whose 

disclosure is restricted by law. Certain 

other material, such as copyrighted 

material, is not placed on the internet 

and will be publicly available only in 

hard copy form. Publicly available 

docket materials are available 

electronically through http://

www.regulations.gov. 

FOR FURTHER INFORMATION CONTACT: 

Suzanne Kelly, Drinking Water 

Infrastructure Development Division, 

Office of Ground Water and Drinking 

Water (4606M), Environmental 

Protection Agency, 1200 Pennsylvania 

Ave. NW, Washington, DC 20460; 

telephone number: (202) 564–3887; or 

Lisa Pham, U.S. EPA Region 6, 

Groundwater/UIC Section (Mail code 

WDDG), 1201 Elm Street, Suite 500, 

Dallas, Texas 75720–2102; telephone 

number: (214) 665–8326. Both can be 

reached by emailing: LAClassVINOA@

epa.gov. 

SUPPLEMENTARY INFORMATION: 

Table of Contents 

I. Introduction 

A. UIC Program and Primary Enforcement 

Authority (Primacy) 

B. Class VI Wells Under the UIC Program 

C. Louisiana UIC Programs 

D. Final Rule 

II. Legal Authorities 

III. Louisiana’s Application for Class VI 

Primacy 

A. Background 

B. Public Participation Activities 

Conducted by Louisiana 

C. Environmental Justice (EJ) in Class VI 

Permitting 

D. Summary of the EPA’s Comprehensive 

Evaluation 

E. Public Participation Activities 

Conducted by the EPA 

IV. Public Comments and the EPA’s 

Responses 

A. Public Comments 

B. The EPA’s Response to Comments 

V. Incorporation by Reference 

VI. Statutory and Executive Order Reviews 

A. Executive Order 12866: Regulatory 

Planning and Review and Executive 

Order 14094: Modernizing Regulatory 

Review 

B. Paperwork Reduction Act (PRA) 

C. Regulatory Flexibility Act (RFA) 

D. Unfunded Mandates Reform Act 

(UMRA) 

E. Executive Order 13132: Federalism 

F. Executive Order 13175: Consultation 

and Coordination With Indian Tribal 

Governments 

G. Executive Order 13045: Protection of 

Children From Environmental Health 

and Safety Risks 

H. Executive Order 13211: Actions 

Concerning Regulations That 

Significantly Affect Energy Supply, 

Distribution, or Use 

I. National Technology Transfer and 

Advancement Act 

J. Executive Order 12898: Federal Actions 

To Address Environmental Justice in 

Minority Populations and Low-Income 

Populations; Executive Order 14096: 

Revitalizing Our Nation’s Commitment 

to Environmental Justice for All 

K. Congressional Review Act (CRA) 

VII. References 

I. Introduction 

A. UIC Program and Primary 

Enforcement Authority (Primacy) 

The Safe Drinking Water Act (also 

known as SDWA), 42 U.S.C. 300h–1, 

was passed by Congress in 1974. It 

protects public health by regulating the 

nation’s public drinking water supply, 

including both surface and groundwater 

VerDate Sep<11>2014 16:13 Jan 04, 2024 Jkt 262001 PO 00000 Frm 00007 Fmt 4700 Sfmt 4700 E:\FR\FM\05JAR1.SGM 05JAR1

lotter on DSK11XQN23PROD with RULES1"
5,Federal_Register.pdf,2,7810,"704 Federal Register / Vol. 89, No. 4 / Friday, January 5, 2024 / Rules and Regulations 

sources. The SDWA requires the EPA to 

develop requirements for state and 

Tribal Underground Injection Control 

programs. These programs regulate the 

injection of fluids (such as water, 

wastewater, brines from oil and gas 

production, and carbon dioxide) to 

protect underground sources of drinking 

water. USDWs are aquifers or parts of 

aquifers that supply a public water 

system or contain enough groundwater 

to supply a public water system. See 40 

CFR 144.3. 

The UIC program regulates various 

aspects of an injection well project. 

These include technical aspects 

throughout the lifetime of the project 

from site characterization, construction, 

operation, and testing and monitoring 

through site closure, as well as 

permitting, site inspections, and 

reporting to ensure well owners and 

operators comply with UIC regulations. 

SDWA section 1422 directs the EPA 

to establish requirements that states, 

territories, and federally recognized 

Tribes (hereafter referred to as 

applicants) must meet to be granted 

primary enforcement responsibility or 

‘‘primacy’’ for implementing a UIC 

program, including a Class VI program. 

An applicant seeking primacy under 

SDWA section 1422 for a Class VI 

program must demonstrate to the EPA 

that the applicant’s Class VI program 

meets federal requirements to protect 

USDWs, including jurisdiction over 

underground injection and provisions 

for the necessary civil and criminal 

enforcement remedies under SDWA. 

The EPA conducts a comprehensive 

technical and legal evaluation of each 

primacy application to assess and 

confirm that the proposed program 

meets the federal regulatory 

requirements and to evaluate the 

effectiveness of the state’s proposed 

program at protecting USDWs. 

Louisiana’s application included the 

following elements: Louisiana’s Class 

VI-related UIC statutes and regulations; 

documents describing Louisiana’s 

public participation process when 

adopting its proposed Class VI program; 

a letter from the Governor of Louisiana 

requesting Class VI primacy; a Program 

Description that explains how the state 

intends to carry out its responsibilities; 

a state Attorney General’s Class VI 

statement of enforcement authority; and 

an addendum to the existing 

Memorandum of Agreement between 

the EPA and Louisiana describing the 

administration, implementation, and 

enforcement of the Louisiana’s Class VI 

program. 

B. Class VI Wells Under the UIC 

Program 

Class VI wells are used to inject 

carbon dioxide into deep rock 

formations for the purpose of long-term 

underground storage, also known as 

geologic sequestration. Geologic 

sequestration, when used as a part of 

carbon capture and storage and carbon 

dioxide removal projects (such as 

projects that remove carbon dioxide 

from the atmosphere), is a promising 

tool for reducing the amount of carbon 

dioxide in the atmosphere. Class VI 

injection wells are regulated under an 

existing, rigorous SDWA permitting 

framework that protects USDWs. 

The UIC Class VI program provides 

multiple safeguards that work together 

to protect USDWs and human health. 

Owners or operators that wish to inject 

carbon dioxide for the purpose of 

geologic sequestration must demonstrate 

that their injection well will meet all 

regulatory requirements and receive a 

Class VI permit for each well. The UIC 

Class VI program requires applicants to 

meet strict technical, financial, and 

reporting and record keeping 

requirements to obtain a Class VI 

permit, including: 

• Site characterization to ensure the 

geology in the project area will contain 

the carbon dioxide within the zone 

where it will be injected. 

• Modeling to delineate the predicted 

area influenced by injection activities 

through the lifetime of operation. 

• Evaluation of the delineated area to 

ensure all potential pathways for fluid 

movement have been identified and 

addressed through corrective action. 

• Well construction requirements that 

ensure the Class VI injection well will 

not leak carbon dioxide. 

• Testing and monitoring throughout 

the life of the project, including after 

carbon dioxide injection has ended. 

Requirements include, for example, 

testing to ensure physical integrity of 

the well, monitoring for seismic activity 

near the injection site, monitoring of 

injection pressure and flow, chemical 

analysis of the carbon dioxide stream 

that is being injected, and monitoring 

the extent of the injected carbon dioxide 

plume and the surrounding area (e.g., 

ground water) to ensure the carbon 

dioxide is contained as predicted. 

• Operating requirements (e.g., 

injection pressure monitoring and 

mechanical integrity testing 

requirements) to ensure the injection 

activity will not endanger USDWs or 

human health. 

• Financial assurance mechanisms 

sufficient to cover the cost for all phases 

of the geologic sequestration project 

including the post injection site care 

period until site closure has been 

approved by the permitting authority. 

• Emergency and remedial response 

plans. 

• Reporting of all testing and 

monitoring results to the permitting 

authority to ensure the well is operating 

in compliance with all permit and 

regulatory requirements. 

The permitting authority ensures that 

these protective requirements are 

included and implemented for each 

Class VI permit. A draft of each Class VI 

permit must be made available to the 

public for comment before a final permit 

is issued. 

C. Louisiana UIC Programs 

The state of Louisiana received 

primacy for Class I, III, IV, and V 

injection wells under SDWA section 

1422, and Class II injection wells under 

SDWA section 1425 on March 23, 1982. 

On September 17, 2021, Louisiana 

applied to the EPA under section 1422 

of SDWA for primacy for Class VI 

injection wells located within the state, 

except those located on Indian lands. 

On December 9, 2022, and January 11, 

2023, the EPA Administrator Michael S. 

Regan sent letters to governors and 

Tribal leaders calling for partnership to 

advance the twin goals of combatting 

climate change and supporting 

environmental justice. In the letters, the 

EPA encouraged states and Tribes 

seeking primacy to incorporate EJ and 

equity considerations into proposed UIC 

Class VI programs. During development 

of the proposed rule, Louisiana revised 

its Class VI MOA addendum to 

incorporate all the EJ elements 

described in the letter, including 

elements related to implementing an 

inclusive public participation process, 

incorporating EJ and civil rights 

considerations in permit review 

processes, enforcing Class VI regulatory 

protections, and incorporating 

mitigation measures. During the 

comment period for the EPA’s proposal, 

Louisiana signed into law Act No. 378 

(HB 571), which revised portions of 

Louisiana law relevant to LDNR’s 

application effective June 14, 2023. 

After the comment period, on June 30, 

2023, LDNR supplemented its Class VI 

primacy application to include Act No. 

378. In response, on August 16, 2023, 

the EPA published a Notice of 

Availability in the Federal Register (88 

FR 55610) providing a 30-day comment 

period specific to LDNR’s supplement to 

its primacy application, since this 

information was not available for public 

review and comment at the time of the 

proposal. That comment period closed 

on September 15, 2023. 

VerDate Sep<11>2014 16:13 Jan 04, 2024 Jkt 262001 PO 00000 Frm 00008 Fmt 4700 Sfmt 4700 E:\FR\FM\05JAR1.SGM 05JAR1

lotter on DSK11XQN23PROD with RULES1"
